name,iata,icao,country
North American Airlines,,NTM,Canada
North American Charters,,HMR,Canada
North American Jet Charter Group,,NAJ,United States
North Atlantic Air Inc,,NAT,United States
North Atlantic Cargo,,NFC,Norway
North British Airlines,,NBN,United Kingdom
North Caribou Flying Service Ltd,,NCB,Canada
North Coast Air Services Ltd,,NCC,Canada
North Coast Aviation,N9,,Papua New Guinea
North Flying,M3,NFA,Denmark
North Sea Airways,,NRC,Netherlands
North Star Air Cargo,,SBX,United States
North Vancouver Airlines,,NRV,Canada
North West Airlines,,NWW,Australia
North West Geomatics,,PTO,Canada
North-East Airlines,,NEN,Nigeria
North-West Air Transport Company - Vyborg,,VBG,Russia
North-Wright Airways,HW,NWL,Canada
Northafrican Air Transport,,NLL,Libya
Northaire Feight Lines,,NFL,United States
Northamptonshire School of Flying,,NSF,United Kingdom
Northcoast Executive Airlines,,NCE,United States
Northeast Airlines,,NEE,United States
Northeast Aviation,,NPX,United States
Northern Air Cargo,NC,NAC,United States
Northern Airlines Sanya,,BYC,China
Northern Airways,,NDA,United States
Northern Aviation Service,,CMU,Thailand
Northern Dene Airways,U7,,Canada
Northern Executive Aviation,,NEX,United Kingdom
Northern Illinois Commuter,,NIC,United States
Northern Jet Management,,NTX,United States
Northern Thunderbird Air,,NTA,Canada
Northland Aviation,,KOE,United States
Northstar Aviation,,NSS,United States
Northumbria Helicopters,,NHL,United Kingdom
Northway Aviation Ltd,,NAL,Canada
Northwest Aero Associates,,NWE,United States
Northwest Airlines,NW,NWA,United States
Northwest Regional Airlines,FY,NWR,Australia
Northwest Territorial Airways,,NWT,Canada
Northwestern Air,J3,PLR,Canada
Northwinds Northern,,NWN,Canada
Nortland Air Manitoba,,NAM,Canada
Norwegian Air Shuttle,DY,NAX,Norway
Norwegian Aviation College,,TFN,Norway
Notams International,,XNT,United States
Nouvel Air Tunisie,BJ,LBT,Tunisia
Nova Airline,M4,NOV,Sudan
Nova Scotia Department of Lands and Forests,,PTR,Canada
Novair,1I,NVR,Sweden
Novogorod Air Enterprise,,NVG,Russia
Novosibirsk Aircraft Repairing Plant,,NSP,Russia
Novosibirsk Aviaenterprise,,NBE,Russia
Novosibirsk Aviation Production Association,,NPO,Russia
Noy Aviation,,NOY,Israel
Nuevo Continente,N6,ACQ,Peru
Nuevo Horizonte Internacional,,NHR,Mexico
Nunasi-Central Airlines,,NUN,Canada
Nurman Avia Indopura,,NIN,Indonesia
Nyasa Express,,NYS,Malawi
Nas Air,XY,KNE,Saudi Arabia
O Air,,OCN,France
O'Connor Airlines,UQ,OCM,Australia
OAG,CR,,United Kingdom
OSACOM,,JPA,United States
Oasis Hong Kong Airlines,O8,OHK,Hong Kong
Ocean Air,,BCN,Mauritania
Ocean Airlines,VC,VCX,Italy
Ocean Sky (UK),,OCS,United Kingdom
Ocean Wings Commuter Service,,TUK,United States
Oceanair,O6,ONE,Brazil
Oceanic Airlines,O2,,Guinea
Odessa Airlines,,ODS,Ukraine
Odyssey International,,ODY,Canada
Office Federal De'Aviation Civile,,FOC,Switzerland
Ogooue Air Cargo,,GBO,Gabon
Okada Airlines,,OKJ,Nigeria
Okapi Airways,,OKP,Democratic Republic of Congo
Okay Airways,,OKA,China
Oklahoma Department of Public Safety,,OKL,United States
Olimex Aerotaxi,,OLX,Czech Republic
Olimp Air,,KVK,Kazakhstan
Olympic Airlines,OA,OAL,Greece
Olympic Aviation,,OLY,Greece
Oman Air,WY,OMA,Oman
Oman Royal Flight,,ORF,Oman
Omni - Aviacao e Tecnologia,,OAV,Portugal
Omni Air International,OY,OAE,United States
Omniflys,,OMF,Mexico
Omskavia Airline,N3,OMS,Russia
On Air Limited,,ORL,Canada
One Two Go Airlines,,OTG,Thailand
Onetime Airlines Zambia,,OTM,Zambia
Ontario Ministry of Health,,MED,Canada
Onur Air,8Q,OHY,Turkey
Opal Air,,OPA,Australia
Open Sky Aviation,,OSA,Lebanon
OpenSkies,,BOS,United Kingdom
Operadora Turistica Aurora,,ORR,Mexico
Operadora de Lineas Ejecutivas,,OLE,Mexico
Operadora de Transportes Aereos,,OTP,Mexico
Operadora de Veulos Ejectutivos,,OPV,Mexico
Operation Enduring Freedom,,LLO,Canada
Operational Aviation Services,,OAX,Australia
Orange Air Services,,ORD,Sierra Leone
Orange Air Sierra Leone,,ORJ,Sierra Leone
Orange Aviation,,ORE,Israel
Orbit Express Airlines,,ORX,Turkey
Orca Air,,ORK,Egypt
Orebro Aviation,,BUE,Sweden
Orel State Air Enterprise,,ORM,Russia
Orenburg Airlines,R2,ORB,Russia
Organizacion De Transportes Aereos,,OTA,Mexico
Organizacoes Mambra,,OML,Angola
Orient Air,,OVV,Syrian Arab Republic
Orient Airlines,,OTR,Sudan
Orient Airways,,ORN,Pakistan
Orient Thai Airlines,OX,OEA,Thailand
Oriental Air Bridge,,NGK,Japan
Oriental Airlines,,OAC,Nigeria
Origin Pacific Airways,QO,OGN,New Zealand
Orion Air Charter,,OED,South Africa
Orion-x,,OIX,Russia
Orlan-2000,,KOV,Kazakhstan
Ornage Aircraft Leasing,,RNG,Netherlands
Orscom Tourist Installations Company,,OAD,Egypt
Osh Avia,,OSH,Kyrgyzstan
Ostend Air College,,OCO,Belgium
Ostfriesische Lufttransport,OL,OLT,Germany
Oulun Tilauslento,,FNL,Finland
Our Airline,ON,RON,Nauru
Out Of The Blue Air Safaris,,OOT,South Africa
Overland Airways,OJ,OLA,Nigeria
Oxaero,,OXE,United Kingdom
Oxford Air Services,,WDK,United Kingdom
Oxley Aviation,,OAA,Australia
Ozark Air Lines,OZ,OZR,United States
Ozjet Airlines,O7,OZJ,Australia
P & P Floss Pick Manufacturers,,KTL,South Africa
PAC Air,,PCR,United States
PAN Air,PV,PNR,Spain
PB Air,9Q,PBA,Thailand
PDQ Air Charter,,PDQ,United States
PHH Aviation System,,XAS,United States
PLM Dollar Group,,PDG,United Kingdom
PLUNA,PU,PUA,Uruguay
PMTair,U4,PMT,Cambodia
PRT Aviation,,PRP,Spain
PSA Airlines,,JIA,United States
PTL Luftfahrtunternehemen,,KST,Germany
Paccair,,WIS,United States
Pace Airlines,Y5,PCE,United States
Pacific Air Boats,,PAB,Canada
Pacific Air Charter,,PRC,United States
Pacific Air Express,,PCF,United States
Pacific Air Transport,,PXP,United States
Jetstar Pacific,BL,PIC,Vietnam
Pacific Alaska Airlines,,PAK,United States
Pacific Aviation (Australia),,PCV,Australia
Pacific Aviation (United States),,PCX,United States
Pacific Blue,DJ,PBN,New Zealand
Pacific Coast Airlines,,PQA,United States
Pacific Coastal Airline,8P,PCO,Canada
Pacific East Asia Cargo Airlines,Q8,PEC,Philippines
Pacific Flight Services,,PFA,Singapore
Pacific International Airlines,,PIN,United States
Pacific Island Aviation,,PSA,United States
Pacific Jet,,PCJ,United States
Pacific Pearl Airways,,PPM,Philippines
Pacific Rim Airways,,PAR,Australia
Pacific Southwest Airlines,PS,PSX,United States
Pacific Wings,LW,NMI,United States
Pacificair,GX,,Philippines
Pacificair Airlines,,PFR,United States
Package Express,,RCY,United States
Paisajes Espanoles,,PAE,Spain
Pak West Airlines,,PKW,United States
Pakistan International Airlines,PK,PIA,Pakistan
Pakker Avio,,PKR,Estonia
Pal Aerolineas,,LPA,Mexico
Palau Asia Pacific Airlines,,PPC,Palau
Palau Trans Pacific Airline,GP,PTP,Palau
Palestinian Airlines,PF,PNW,Egypt
Palmer Aviation,,JSP,United Kingdom
Pamir Airways,NR,PIR,Afghanistan
Pan African Air Services,,PFN,Sierra Leone
Pan African Airways,,ODM,Kenya
Pan Air,,PAX,United States
Pan Am Weather Systems,,XPA,United States
Pan Am World Airways,,PWD,Dominican Republic
Pan American Airways,PA,PAA,United States
Pan American World Airways,PA,PAA,United States
Pan Europeenne Air Service,,PEA,France
Pan Havacilik Ve Ticaret,,PHT,Turkey
Pan Malaysian Air Transport,,PMA,Malaysia
Pan-Air,,PNC,Mexico
Panafrican Airways,PQ,PNF,Ivory Coast
Panagra Airways,,PGI,United States
Panamedia,,PEI,Spain
Panavia,,PVI,Panama
Panh,,PNH,Russia
Pannon Air Service,,PHU,Hungary
Panorama,,PNM,Spain
Panorama Air Tour,,PAH,United States
Panorama Flight Service,,AFD,United States
Pantanal Linhas Aéreas,P8,PTN,Brazil
Papair Terminal,,HMP,Haiti
Paradise Airways,,PAI,United States
Paradise Island Airways,,PDI,United States
Paragon Air Express,,PGX,United States
Paragon Global Flight Support,,PGF,United Kingdom
Paramount Airlines,,PRR,Sierra Leone
Paramount Airways,I7,PMW,India
Parcel Express,,APE,United States
Pariz Air,,IRE,Iran
Pars Aviation Service,,PRA,Iran
Parsa,,PST,Panama
Parsons Airways Northern,,FAP,Canada
Pascan Aviation,,PSC,Canada
Passaredo Transportes Aereos,,PTB,Brazil
Patria Cargas Aereas,,PTC,Argentina
Patriot Aviation Limited,,BYT,United Kingdom
Patterson Aviation Company,,ETL,United States
Pawan Hans,,PHE,India
Payam Air,,IRP,Iran
Peach Air,,KGC,United Kingdom
Pearl Air,,PRL,Pakistan
Pearl Air Services,,PBY,Uganda
Pearl Airways,HP,HPA,Haiti
Peau Vava%Gʻ%@u,,PVU,Tonga
Pecotox Air,,PXA,Moldova
Pegasus Airlines,PC,PGT,Turkey
Pegasus Aviation,,PEV,Greece
Pegasus Hava Tasimaciligi,1I,,Turkey
Pegasus Helicopters,,HAK,Norway
Pelican Air Services,,PDF,South Africa
Pelican Express,,PEX,United States
Pelita Air Service,,PAS,Indonesia
Pem-Air,,PEM,Canada
Pen-Avia,,PDY,United Kingdom
Peninsula Airways,KS,PEN,United States
Peninter Aerea,,PNE,Mexico
Penya De L'Aire,,PCA,Spain
Peran,,CVT,Kazakhstan
Perforadora Central,,PCC,Mexico
Perimeter Aviation,,PAG,Canada
Perm Airlines,P9,PGP,Russia
Personas Y Pasquetes Por Air,,PPQ,Mexico
Peruvian Air Force,,FPR,Peru
Peruvian Navy,,INP,Peru
Petroleos Mexicanos,,PMX,Mexico
Petroleum Helicopters,,PHM,United States
Petroleum Helicopters de Colombia,,PHC,Colombia
Petropavlovsk-Kamchatsk Air Enterprise,,PTK,Russia
Petty Transport,,PTY,United States
Phenix Aviation,,PHV,France
Phetchabun Airline,,PMY,Thailand
Philippine Airlines,PR,PAL,Philippines
Philips Aviation Services,,PHI,Netherlands
Phillips Air,,BCH,United States
Phillips Alaska,,PDD,United States
Phillips Michigan City Flying Service,,PHL,United States
Phoebus Apollo Aviation,,PHB,South Africa
Phoebus Apolloa Zambia,,KZM,Zambia
Phoenix Air Group,,PHA,United States
Phoenix Air Lines,,PHN,Brazil
Phoenix Air Service,,PAM,Germany
Phoenix Air Transport,,PPG,United States
Phoenix Airline Services,,WDY,United States
Phoenix Airways,HP,,Switzerland
Phoenix Avia,,PHY,Armenia
Phoenix Aviation,,PHG,Kyrgyzstan
Phoenix Flight Operations,,XPX,United States
Phuket Air,9R,VAP,Thailand
Piedmont Airlines (1948-1989),PI,PDT,United States
Pilatus Flugzeugwerke,,PCH,Switzerland
Pilatus PC-12 Center De Mexico,,PLU,Mexico
Pimichikamac Air,,MKS,Canada
Pineapple Air,,PNP,Bahamas
Pinframat,,PIM,Angola
Pinnacle Air Group,,PCL,United States
Pinnacle Airlines,9E,FLG,United States
Pioneer Airlines,,PIO,United States
Pioneers Limited,,PER,Pakistan
Pirinair Express,,PRN,Spain
Planar,,PLN,Angola
Planemaster Services,,PMS,United States
Planet Airways,,PLZ,United States
Players Air,,PYZ,United States
Ploizeihubschrauberstaffel Hamburg,,LIB,Germany
Plymouth School of Flying,,PSF,United Kingdom
Pocono Air Lines,,POC,United States
Podilia-Avia,,PDA,Ukraine
Point Afrique Niger,,PAZ,Niger
Point Airlines,,RMI,Nigeria
Pointair Burkina,,PAW,Burkina Faso
Points of Call Airlines,,PTS,Canada
Polar Air Cargo,PO,PAC,United States
Polar Airlines de Mexico,,PMO,Mexico
Polestar Aviation,,PSR,United Kingdom
Polet,,POT,Russia
Police Aux Frontiers,,POF,France
Police Aviation Services,,PLC,United Kingdom
Polish Air Force,,PLF,Poland
Polish Navy,,PNY,Poland
Polizeifliegerstaffel Nordrhein-Westfalen,,NRW,Germany
Polizeihibschrauberstaffel Neidersachsen,,PPH,Germany
Polizeihuberschrauberstaffel Sachsen-Anhalt,,PIK,Germany
Polizeihubschrafterstaffel Rheinland-Pfalz,,SRP,Germany
Polizeihubschrauberstaffel Baden-Wurtemberg,,PBW,Germany
Polizeihubschrauberstaffel Bayern,,EDL,Germany
Polizeihubschrauberstaffel Brandenburg,,PBB,Germany
Polizeihubschrauberstaffel Hessen,,PHH,Germany
Polizeihubschrauberstaffel Mecklenburg-Vorpommern,,PMV,Germany
Polizeihubschrauberstaffel Sachsen,,PHS,Germany
Polizeihubschrauberstaffel Thuringen,,HBT,Germany
Polo Aviation,,CUK,United Kingdom
Polynesian Air-Ways,,PLA,United States
Polynesian Airlines,PH,PAO,Samoa
Polynesian Blue,DJ,PLB,New Zealand
Polyot Sirena,1U,,Russia
Pond Air Express,,PND,United States
Pont International Airline Services,,PSI,Suriname
Pool Aviation,,PLX,United Kingdom
Port Townsend Airways,,PTQ,United States
Porteadora De Cosola,,POR,Mexico
Porter Airlines,PD,POE,Canada
Portugalia,NI,PGA,Portugal
Portuguese Air Force,,AFP,Portugal
Portuguese Army,,POA,Portugal
Portuguese Navy,,PON,Portugal
Potomac Air,BK,PDC,United States
Potosina Del Aire,,PSN,Mexico
Powell Air,,PWL,Canada
Prairie Flying Service,,PFS,United States
Pratt and Whitney Canada,,PWC,Canada
Precision Air,PW,PRF,Tanzania
Precision Airlines,,PRE,United States
Premiair,,BAT,Luxembourg
Premiair Aviation Services,,PGL,United Kingdom
Premiair Fliyng Club,,PME,United Kingdom
Premium Air Shuttle,,EMI,Nigeria
Premium Aviation,,PMU,Germany
Presidence Du Faso,,BFA,Burkina Faso
Presidencia de La Republica de Guinea Ecuatorial,,ONM,Equatorial Guinea
President Airlines,TO,PSD,Cambodia
Presidential Aviation,,PRD,United States
Priester Aviation,,PWA,United States
Primair,,PMM,Russia
Primaris Airlines,FE,WCP,United States
Primas Courier,,PMC,United States
Primavia Limited,,CRY,United Kingdom
Prime Air,,PRM,United States
Prime Aviation,,PKZ,Kazakhstan
Prince Edward Air,,CME,Canada
Princely Jets,,PJP,Pakistan
Princess Air,8Q,,
Princeton Aviation Corporation,,PCN,United States
Priority Air Charter,,PRY,United States
Priority Air Transport,,PAT,United States
Priority Aviation Company,,BCK,United States
Privatair,,PTI,Switzerland
Private Jet Expeditions,,PJE,United States
Private Jet Management,,PJA,United States
Private Wings Flugcharter,8W,PWF,Germany
Privilege Style L,,PVG,Spain
Pro Air,,PRH,United States
Pro Air Service,,PSZ,United States
Probiz Guinee,,GIY,Guinea
Professional Express Courier Service,,PAD,United States
Professione VOlare,,PVL,Italy
Proflight Commuter Services,P0,,Zambia
Promotora Industria Totolapa,,PTT,Mexico
Propair,,PRO,Canada
Propflight Air Services,,PFZ,Zambia
Propheter Aviation,,PPA,United States
Proteus Helicopteres,,PTH,France
Providence Airline,,PTL,United States
Providence Aviation Services,,AWD,Pakistan
Provincial Airlines,,SPR,Canada
Provincial Express,,PRV,Canada
Pskovavia,,PSW,Russia
Psudiklat Perhubungan Udara/PLP,,UDA,Indonesia
Ptarmigan Airways,,PTA,Canada
Publiservicios Aereos,,PSP,Mexico
Publivoo,,PUV,Portugal
Puerto Rico National Guard,,PNG,United States
Puerto Vallarta Taxi Aereo,,TXV,Mexico
Pulkovo Aircraft Services,,PGH,Russia
Puma Linhas Aereas,,PLY,Brazil
Puntavia Air Services,,PTV,Djibouti
Punto Fa,,MGO,Spain
Pyramid Air Lines,,PYR,Egypt
Qanot Sharq,,QNT,Uzbekistan
Qantas,QF,QFA,Australia
Qatar Air Cargo,,QAC,Qatar
Qatar Airways,QR,QTR,Qatar
Qatar Amiri Flight,,QAF,Qatar
Qeshm Air,,IRQ,Iran
Quantex Environmental,,QTX,Canada
Quebec Government Air Service,,QUE,Canada
Queen Air,,QNA,Dominican Republic
Quest Diagnostics,,LBQ,United States
Quick Air Jet Charter,,QAJ,Germany
Quick Airways Holland,,QAH,Netherlands
Quisqueya Airlines,,QAS,Haiti
Qurinea Air Service,,QAQ,Libya
Qwest Commuter Corporation,,QCC,United States
Qwestair,,QWA,Australia
Qwila Air,,QWL,South Africa
RA Jet Aeroservicios,,RJT,Mexico
RACSA,R6,,Guatemala
RAF Barkston Heath,,BKH,United Kingdom
Church Fenton Flying Training Unit,,CFN,United Kingdom
Coltishall Flying Training Unit,,COH,United Kingdom
Coningsby Flying Training Unit,,CBY,United Kingdom
Cottesmore Flying Training Unit,,COT,United Kingdom
Cranwell Flying Training Unit,,CWL,United Kingdom
Kinloss Flying Training Unit,,KIN,United Kingdom
Leeming Flying Training Unit,,LEE,United Kingdom
RAF Leuchars,,LCS,United Kingdom
Linton-on-Ouse Flying Training Unit,,LOP,United Kingdom
Lossiemouth Flying Training Unit,,LOS,United Kingdom
Marham Flying Training Unit,,MRH,United Kingdom
Northwood Headquarters (RAF,,NWO,United Kingdom
RAF Scampton,,SMZ,United Kingdom
RAF St Athan,,STN,UNited Kingdom
RAF St Mawgan Search and Rescue,,SMG,United Kingdom
RAF Topcliffe Flying Training Unit,,TOF,United Kingdom
RAF Valley Flying Training Unit,,VYT,United Kingdom
RAF Valley SAR Training Unit,,VLL,United Kingdom
Waddington FTU,,WAD,United Kingdom
Wittering FTU,,WIT,United Kingdom
RAF-Avia,,MTL,Latvia
RAK Airways,,RKM,United Arab Emirates
RWL Luftfahrtgesellschaft,,RWL,Germany
Rabbit-Air,,RBB,Switzerland
Race Cargo Airlines,,ACE,Ghana
Rader Aviation,,GBR,United States
Radixx Solutions International,1D,,United States
Raji Airlines,,RAJ,Pakistan
Raleigh Flying Service,,RFA,United States
Ram Air Freight,,REX,United States
Ram Aircraft Corporation,,RMT,United States
Ramp 66,,PPK,United States
Rangemile Limited,,RGM,United Kingdom
Raslan Air Service,,MWR,Egypt
Rath Aviaton,,RAQ,Austria
Ratkhan Air,,CSM,Kazakhstan
Raven Air,,RVR,United Kingdom
Raven Air,,RVN,United States
Ray Aviation,,REI,Israel
Raya Jet,,RYT,Jordan
Raytheon Aircraft Company,,RTN,United States
Raytheon Corporate Jets,,RCJ,United Kingdom
Raytheon Travel Air,,KSS,United States
Real Aero Club De Baleares,,RCB,Spain
Real Aero Club de Reus-Costa Dorado,,CDT,Spain
Real Aeroclub De Ternerife,,RCD,Spain
Real Aviation,,RLV,Ghana
Rebus,,REB,Bulgaria
Red Aviation,,PSH,United Kingdom
Red Baron Aviation,,RBN,United States
Red Devils Parachute Display Team,,DEV,United Kingdom
Red Sea Aviation,,RDV,Egypt
Red Sky Ventures,,RSV,Namibia
Red Star,,STR,United Arab Emirates
Redhill Aviation,8L,RHC,United Kingdom
Reed Aviation,,RAV,United Kingdom
Reef Air,,REF,New Zealand
Reem Air,V4,REK,Kyrgyzstan
Reeve Aleutian Airways,,RVV,United States
Regal Bahamas International Airways,,RBH,Bahamas
Regency Airlines,,RGY,United States
Regent Air,,RAH,Canada
Regio Air,,RAG,Germany
Region Air,,RGR,Canada
Regional 1,,TSH,Canada
Regional Air,,RIL,Mauritania
Regional Air Express,,REW,Germany
Regional Air Lines,,RGL,Morocco
Regional Air Services,,REG,Tanzania
Regional Airlines,FN,,Morocco
Regional Express,ZL,RXA,Australia
Regional Geodata Air,,JJM,Spain
RegionsAir,3C,CEA,United States
Reliance Aviation,,REL,United States
Reliant Airlines,,RLT,United States
Relief Transport Services,,RTS,United Kingdom
Renan,,RAN,Moldova
Reno Air,QQ,ROA,United States
Renown Aviation,,RGS,United States
Republic Airlines,RW,RPA,United States
Republic Express Airlines,RH,RPH,Indonesia
Republicair,,RBC,Mexico
Resort Air,,RST,United States
Rhoades Aviation,,RDS,United States
Riau Airlines,,RIU,Indonesia
Rich International Airways,,RIA,United States
Richards Aviation,,RVC,United States
Richardson's Airway,,RIC,United States
Richland Aviation,,RCA,United States
Rick Lucas Helicopters,,HPR,New Zealand
Rico Linhas A,C7,RLE,Brazil
Ridder Avia,,RID,Kazakhstan
Riga Airclub,,RAK,Latvia
Rijnmond Air Services,,RAZ,Netherland
Rikspolisstyrelsen,,POL,Sweden
Rimrock Airlines,,RIM,United States
Rio Air Express,,SKA,Brazil
Rio Airways,,REO,United States
Rio Grande Air,E2,GRN,United States
Rio Sul Servi,SL,RSL,Brazil
River Ministries Air Charter,,RVM,South Africa
River State Government of Nigeria,,RGP,Nigeria
Rivne Universal Avia,,UNR,Ukraine
Roadair Lines,,RDL,Canada
Robinton Aero,,RBT,Dominican Republic
Roblex Aviation,,ROX,United States
Rockwell Collins Avionics,,RKW,United States
Rocky Mountain Airlines,,ROC,Canada
Rocky Mountain Airways,,RMA,United States
Rocky Mountain Holdings,,LIF,United States
Rodze Air,,RDZ,Nigeria
Rog-Air,,FAD,Canada
Rollright Aviation,,RRZ,United Kingdom
Rolls-Royce Limited,,RRL,United Kingdom
Rolls-Royce plc,,BTU,United Kingdom
Romanian Air Force,,ROF,Romania
Romavia,,RMV,Romania
Ronso,,RNS,Mexico
Roraima Airways,,ROR,Guyana
Rosneft-Baltika,,RNB,Russia
Ross Aviation,,NRG,United States
Rossair,,RFS,Australia
Rossair,,RSS,South Africa
Rossair Europe,,ROS,Netherlands
Rossiya,R4,,Russia
Roswell Airlines,,RAL,United States
Air Rarotonga,GZ,RAR,Cook Islands
Rotatur,,RTR,Brazil
Rotormotion,,RKT,United Kingdom
Rotterdam Jet Center,,JCR,Netherlands
Rover Airways International,,ROV,United States
Rovos Air,,VOS,South Africa
Royal Air Cargo,,RCG,South Africa
Royal Air Force,RR,RFR,United Kingdom
Royal Air Force of Oman,RS,MJN,Oman
Royal Air Force,,ACW,United Kingdom
Royal Air Force,,RRR,United Kingdom
Royal Air Force,,RRF,United Kingdom
Royal Air Force,,SHF,United Kingdom
Royal Air Freight,,RAX,United States
Royal Air Maroc,AT,RAM,Morocco
Royal Airlines,R0,RPK,Pakistan
Royal American Airways,,RLM,United States
Royal Aruban Airline,V5,RYL,Aruba
Royal Australian Air Force,,ASY,Australia
Royal Aviation Express,,RXP,Canada
Royal Bahrain Airlines,,RYB,Bahrain
Royal Brunei Airlines,BI,RBA,Brunei
Royal Daisy Airlines,,KDR,Uganda
Royal Ghanaian Airlines,,RGA,Ghana
Royal Jet,,ROJ,United Arab Emirates
Royal Jordanian,RJ,RJA,Jordan
Royal Jordanian Air Force,,RJZ,Jordan
Royal Khmer Airlines,RK,RKH,Cambodia
Royal Malaysian Air Force,,RMF,Malaysia
Royal Navy,,NVY,United Kingdom
Royal Nepal Airlines,RA,RNA,Nepal
Royal Netherland Navy,,NRN,Netherlands
Royal Netherlands Air Force,,NAF,Netherlands
Royal New Zealand Air Force,,KIW,New Zealand
Royal Norwegian Air Force,,NOW,Norway
Royal Oman Police,,ROP,Oman
Royal Phnom Penh Airways,,PPW,Cambodia
Royal Rwanda Airlines,,RRA,Rwanda
Royal Saudi Air Force,,RSF,Saudi Arabia
Royal Sky,,RYS,Thailand
Royal Swazi National Airways,,RSN,Swaziland
Royal Tongan Airlines,WR,HRH,Tonga
Royal West Airlines,,RWE,United States
Rubystar,,RSB,Belarus
Rumugu Air & Space Nigeria,,RMG,Nigeria
Rusaero,,RUR,Russia
Rusaero,,KLE,Russia
Rusair JSAC,,CGI,Russia
Rusich-T,,RUH,Russia
Rusline,,RLU,Russia
Russian Aircraft Corporation-MiG,,MIG,Russia
Russian Federation Air Force,,RFF,Russia
Russian Sky Airlines,P7,ESL,Russia
Rusuertol,,RUZ,Russia
Rutas Aereas,,RUC,Venezuela
Rutland Aviation,,RND,United Kingdom
Rwanda Airlines,,RUA,Rwanda
Rwanda Airways,,RWA,Rwanda
Rwandair Express,WB,RWD,Rwanda
Ryan Air Service,,RCT,United States
Ryan Air Services,,RYA,United States
Ryan International Airlines,RD,RYN,United States
Ryanair,FR,RYR,Ireland
Ryazan State Air Enterprise,,RYZ,Russia
